,title,company_name,company_code,category,report_date,suggestion,writer,report_corp,target_est,current_est,current_est_date,summary,keywords,pdf_link,pdf_id
423,"1분기가 주가, 실적 저점",CJ대한통운,000120,도로 화물 운송,2022-03-29,BUY,"양지환,이지수",대신증권,160000,130000,2022-03-28,CJ대한통운의 1분기 실적은 1분기가 주가 및 이익에 기여할 시점은 2023년부터로 판단하고 있다.,택배 대치 파업 처리량 성장 통운 연초 이어진 기사 백만 박스 점유 일괄 인상 동남아 태국 말레이시아 철수 인건비 택배물량 차지 내외 기여 시점 하반기 진행 하락 점진 지배 물량 회복 글로벌 부분 증권 지표,https://markets.hankyung.com/pdf/2022/03/f94c5a40658b0167d94864262cdd28c7,f94c5a40658b0167d94864262cdd28c7
424,테슬라가 함께 한다,엘앤에프,066970,배터리 제조,2022-03-29,BUY,전창현,대신증권,320000,197900,2022-03-28,"테슬라를 최대고객으로 둔 점이 가장 큰 투자포인트 1Q22 매출 4,92억 원, 영업이익 366억원(Yo Y흑전).",테슬라 고객 생산 부품 업종 매수 커버 리지 개시 멀티 산출 최대 포인트 하이엔드 모델 출하 반도체 이슈 가이던스 성장동력 성장 상해 파가 남경 공급 수요 신규 증설 공장 완공 니켈 리튬 원자재 인플레이션 사향 이전 손익 제한 지표 엘앤 에프 증권,https://markets.hankyung.com/pdf/2022/03/d66aa2480aaa73efa74fc84f50f0d2f0,d66aa2480aaa73efa74fc84f50f0d2f0
425,미국 EV 시장 개화의 최대 수혜주,LG에너지솔루션,373220,배터리 제조,2022-03-29,BUY,전창현,대신증권,500000,436500,2022-03-28,"22년부터 GM JV 본격 가동으로 미국 Ev 시장 개화로 최대 수혜가 예상되는 배터리 및 부품업종에 대한 투자의견 매수, 목표주가 500,000원으로 커버리지 개시.",미국 반도체 수급 성장 배터리 업종 멀티 할증 소재 이슈 둔화 유럽 현지 규모 부품 매수 커버 리지 개시 산출 근거 중국 한국 프리미엄 외형 기울기 차량 볼트 교체 생산 기여 소송 합의금 기고 어려움 원자재 인플레이션 압박 눈높이 하향 불가피 가동 모멘텀 가시 바이든 정부 친환경 정책 강화 개화,https://markets.hankyung.com/pdf/2022/03/3edbce890d2e3791cb87c715e7f16a4d,3edbce890d2e3791cb87c715e7f16a4d
426,흔들리지 않는 편안함,천보,278280,화학물질 제조,2022-03-29,NR,전창현,대신증권,0,316400,2022-03-28,2차전지소재 부문의 매출액은 전체 성장을 견인하고 있으며 22년 전반 타이트한 업황과 공격적인 증설로 매년 꾸준한 실적 성장세를 보이고 있다.,전해질 소재 성장 전자 중국 견조 타이트 업황 증설 첨가제 생산 부품 업종 매수 커버 리지 개시 의약품 견인 상반기 차량 반도체 급난 전장 상대 강세 공격 매년 전반 수요 리튬 이전 신규 가동 가속 새만금 캐파 확장 장기 성장동력 확보 계획 지표,https://markets.hankyung.com/pdf/2022/03/b0f03f8f201e3897535bd0bf5b1343ae,b0f03f8f201e3897535bd0bf5b1343ae
427,23년을 바라보며,포스코케미칼,003670,"내화, 비내화 요업제품 제조",2022-03-29,BUY,전창현,대신증권,170000,117000,2022-03-28,"23년 예상 E TDA 3,790억원에 양/음극재 Peer 평균EV,  VIPS 멀티플 33.7배 적용 등 양극재의 매출액은 전체 실적 성장을 견인하고 음양재는 10% 이상의 견조한 수익성 유지와 얼티엄셀즈향 NCMA 공급 개시로 영업이익 성장세가 본격화될 전망이다.",음극 개시 에너지 소재 화물 정비 라임 케미칼 성장 성은 재는 규모 생산 준공 부품 업종 매수 커버 리지 멀티 부별 부가 견인 상반기 차량 반도체 수급 이슈 하반기 계절 저하 하량 가동 경제 미드 싱글 견조 얼티엄셀즈향 공급 광양 공장 단계 파가 기계 완공 얼티엄셀즈 배터리 판매 캐나다 설립,https://markets.hankyung.com/pdf/2022/03/8c047598865c9c6c3110e1444b6377ee,8c047598865c9c6c3110e1444b6377ee
428,"Again 2015, 고등훈련기 시장 성장",한국항공우주,047810,항공기 부품 제조,2022-03-29,NR,이동헌,대신증권,0,45050,2022-03-28,"동사의 목표주가를 50,000원으로 상향하고 타깃 PER은 실적 안정기인 2015, 16년 적용(15년 가중치 90%)한다고 밝혔다.",훈련기 고등 수주 사용 서방국가 러시아 국가 미국 성장 말레이시아 속도 장치 검증 구매 완제 기체 부품 국방 부분 타깃 안정 가중 군사 동맹 블록 사이 회색 지대 수요 유럽 여개 운용 거나 도입 예정 중심 기대 시가총액 다시 대감 장기 구조 지표 건의 레이 중이 우크라이나 사태 진척 훈련,https://markets.hankyung.com/pdf/2022/03/a1e1f081650f84c2a7deaa440eb6a733,a1e1f081650f84c2a7deaa440eb6a733
429,면세 약세 지속,LG생활건강,051900,화학제품,2022-03-29,HOLD,박은정,유안타증권,1000000,867000,2022-03-25,LG생활건강의 1분기 실적은 면세 약세 지속으로 인해 화장품 부문 이익 추정치 하향이 불가피할 전망이다.,면세 중국 수요 화장품 브랜드 성장 생활 건강 하향 기비 년도 기저 원부 자재 회복 외부 변수 약세 정치 불가피 제로 코로나 기조 신규 진자 추세 지역 봉쇄 통관 강화 생활용품 온라인 해외 견인 성은 하락 음료 탄산 중심 일부 상쇄했 우선 관건 차지 대부분 측면 전사 마진 연속 나타남,https://markets.hankyung.com/pdf/2022/03/73fdc9dc1de706ff363135e30f559c65,73fdc9dc1de706ff363135e30f559c65
430,자회사의 추정치 하향,아모레G,002790,화학제품,2022-03-29,HOLD,박은정,유안타증권,45000,42850,2022-03-25,아모레G의 1분기 실적은 면세 매출 부진 영향으로 컨센서스를 16% 하회할 전망이다.,부진 기비 우려 자회사 아모레 면세 아모레퍼시픽 국내 해외 기여 최악 약세 모멘텀 정치 하향 회하 하락 중국 이니스프리 성장 양사 정비 축소 디지털 지나 오프닝 대감 랠리 반납 당분간 미약 하나 재는 제한 보유 뷰티 계열 대체로 오프라인 채널 효율 체질 단행 사회 거리 두기 완화 수요 회복 기대,https://markets.hankyung.com/pdf/2022/03/471eae9b0e6eec7e365053627f616705,471eae9b0e6eec7e365053627f616705
431,자회사의 추정치 하향,아모레퍼시픽,090430,화학제품,2022-03-29,BUY,박은정,유안타증권,200000,155500,2022-03-25,"아모레퍼시픽의 1분기 실적은 면세 부진으로 컨센서스를 26% 하회할 전망이며, 해외부문 매출은 4.2천억원, 영업이익 164억원 예상한다.",면세 중국 부진 국내 약세 해외 전환 아모레퍼시픽 흐름 성장 기비 이니스프리 기대 외부 변수 오프닝 수요 정치 하향 사적 디지털 집중 상위 라인업 강화 체질 구조 변화 진행 중이 조화 회하 화장품 채널 유사 이커머스 성은 하락 중심 브랜드 별로 설화수 우려 순수 성과 호적 대부분 반납 당분간 모멘텀,https://markets.hankyung.com/pdf/2022/03/349b98f65a256616eecc70ebcbe5282b,349b98f65a256616eecc70ebcbe5282b
432,전부문 개선 기대,한국콜마,161890,화학제품,2022-03-29,BUY,박은정,유안타증권,58000,41950,2022-03-25,"한국콜마의 1분기 실적은 연결 매출 4.3천억원, 영업이익 299억원을 달성할 전망으로 컨센서스 영업이익은 부합하고 중국 법인은 영업손실 16억원과 흑자를 기록할 것으로 예상된다.",기대 고객 한국 콜마 사의 중국 법인 가정 회복 이노 모멘텀 컨센 달성 수가 점진 물량 리수 손실 무석 북경 북미 흑자 전환 공급망 이슈 완화 수요 성장 최대 국내 업황 재고 일단락 신제품 출시 정상화 온라인 수주 볼륨 상반기 손익 분기점 돌파 목전 처방 컨디션 만큼,https://markets.hankyung.com/pdf/2022/03/bf8d6a35da85f042ed7382d1e091df1c,bf8d6a35da85f042ed7382d1e091df1c
433,"우려는 기우, 가파른 성장세",에코프로비엠,247540,배터리 제조,2022-03-29,BUY,전창현,대신증권,540000,374500,2022-03-28,"최근 화재와 내부자거래 이슈로 주가가 하락했으나, 실적 성장은 이상 없다는 판단으로 EV 부문의 전체 매출 비중은 22년 60%,23년 72%로 확대될 전망이다.",성장 업종 이슈 캐파 부품 매수 커버 리지 개시 멀티 산출 화재 내부자거래 하락 신규 가동 손실 최소 경영 강화 공격 증설 가파른 섹터 최선호 종목 견인 차량 반도체 부족 고부 프리미엄 하이 니켈 수요 견조하 호실 성장동력 가파르 헝가리 투자가 시작 예정 양산 지표,https://markets.hankyung.com/pdf/2022/03/72ee7bf3a11783094febfd2e109715ed,72ee7bf3a11783094febfd2e109715ed
434,대외 불확실성 감안해도 충분히 매력적인 주가,오리온,271560,기타 식품 제조,2022-03-28,BUY,이경신,하이투자증권,170000,86200,2022-03-24,베트남은 명절 이후에도 내수소비 개선세가 지속되면서 외형 고성장을 시현했고 향후 추가 비용효율화 전략을 고려한다면 마진 개선이 기대된다.,러시아 성장 리스크 가능성 대외 소비 중국 지정학적 신제품 외형 최소 인상 기대 변수 악화 흐름 이슈 단기 필요 원부 자재 유틸리티 지배 둔화 일부 지역 봉쇄 재고 축소 해소 진행 베트남 명절 제품 수출 가동 우크라이나 현지 측면 환경 완화 눈높이 기초 체력 바탕 견조 한국 식수 기조 출시,https://markets.hankyung.com/pdf/2022/03/721eb5cacf3afd54a136614ba32f9d46,721eb5cacf3afd54a136614ba32f9d46
435,건설부문 실적 정상화 및 성장성 가시화,삼성물산,028260,전문 도매,2022-03-28,BUY,이상헌,하이투자증권,160000,112000,2022-03-25,"상사, 패션, 바이오 부문이 지난해에 이어 올해의 실적 턴어라운드가 예상되는 가운데 건설부문의 기저효과 및 레저가 흑자전환 등으로 인해 올해 실적이 개선될 것으로 보인다.",올해 수주 건설부 문의 가시 국내 신규 향상 라운드 해외 추진 미국 성장 발전 프로젝트 조원 속성 예정 뉴스 케일 파워 건설 에너지 솔루션 스마트 시티 미래 성장동력 확보 상사 패션 바이오 레저 흑자 전환 석탄 수행 과정 전반 요인 일시 손실 발생 성함 마련 한편 하이테크 주택 데이터 센터,https://markets.hankyung.com/pdf/2022/03/0b75db6531461c8d70d34eb7ea0f662e,0b75db6531461c8d70d34eb7ea0f662e
436,투자본능 가치 실현화,SK,034730,기타 금융,2022-03-28,BUY,이상헌,유안타증권,360000,240500,2022-03-24,동사는 4 대 핵심사업으로 투자 포트폴리오를 집중하고 지배구조 등을 단순화시켜 오는 2025 년까지 기업가치 140 조원의 전문가치투자자로 거듭나겠다는 목표를 세웠다.,조원 분야 핵심 포트폴리오 기업 수소 인수 차량 반도체 글로벌 집중 지배구조 단순화 가치 가치투자 거듭 일환 영역 중심 성장 실현 순환 구조 진출 청록 두번째 바이오 세번 첨단 소재 밸류 체인 확장 생산 급속 충전기 선두 업체 마지막 디지털 친환경 모빌리티 파트너 구축 자동차 펀드 조성 바탕 올해 통합,https://markets.hankyung.com/pdf/2022/03/12aeddb463da6465d49042e72ea5b98b,12aeddb463da6465d49042e72ea5b98b
437,원가 부담 느낄 철강부문,POSCO홀딩스,005490,1차 철강,2022-03-28,BUY,이현수,유안타증권,460000,299500,2022-03-25,"중국 국가위생건강위원회에 따르면 3월 들어 COVID-19 신규 확진자 수가 급증한 것으로 파악되어, 1Q POSCO) 별도 영업이익은 1조 6,000억원 수준으로 전망되며, 해외 철강부문 및 무역 부문 역시 영업이익 감소를 예상했다.",강재 철강 중국 전분 기비 생산 해외 신규 진자 원료 재료 수기 반감 유입 제외 발생 러시아 우크라이나 전쟁 세계 자국 자회사 광양 고로 개수 정비 국내 유통 중순 판매 인상 시작 탄소강 가량 하락 정도 강점 상승세 철광석 투입 무역 에너지 국가 위생 건강 위원회 수가 급증 진정 연속,https://markets.hankyung.com/pdf/2022/03/ac802efb9832ff0cd8633c7cc651debd,ac802efb9832ff0cd8633c7cc651debd
438,"지난 1개월간 주가 조정, 고마운 매수 기회",이엠텍,091120,전자부품 제조,2022-03-28,BUY,한경래,대신증권,65000,40200,2022-03-24,"헬스케어 부문 동탄에 생산시설 구축해 본격적인 사업 시작, 전자담배와 부품사업 모두 업황 호조로 주가 조정시 적극적인 매수 기회로 판단된다.",스케 시작 우려 달리 디바이스 공급 모델 성장 부품 업황 호조 의료기기 기대 뷰티 만큼 전자담배 러시아 우크라이나 갤럭시 가속 제품 부의 조정은 적극 매수 기회 동탄 생산 시설 구축 메이저 고객 다수 아이템 협업 에이 피알 그룹 큐브 에이지 핵심 수출 직접 수혜 성인 전사 가능 월간 하락 전쟁,https://markets.hankyung.com/pdf/2022/03/e85fd606e9e5db71b7cd5ca8768d0f32,e85fd606e9e5db71b7cd5ca8768d0f32
439,"예상외로 견조할 러시아, 돌파구가 필요한 중국",오리온,271560,기타 식품 제조,2022-03-28,BUY,한유정,대신증권,150000,86200,2022-03-24,"오리온의 연결 기준 매출액은 6,474억원, 영업이익은 985억원으로 종전 대신증권 추정 영업이익 1,066억원보다 소폭 하회 전망이다.",법인 제품 러시아 단순 합산 판매 호조 한국 파이 인상 중국 오리온 증권 하향 변동 간편 대용 건강 기능 수출 비스킷 익스 텐션 성장 대치 현지 통화 쇼트닝 분당 프라 오일 재료 물류 인건비 악화 불가피 예상외 견조할 돌파구 종전 연중 압박 가중 가능성 지표,https://markets.hankyung.com/pdf/2022/03/4e6a9dbee2fe402d9a821e836021240d,4e6a9dbee2fe402d9a821e836021240d
440,비수기지만 선방할 봉형강류,현대제철,004020,1차 철강,2022-03-28,BUY,이현수,유안타증권,67000,41750,2022-03-25,"3월에 발생한 사고 영향으로 일부 생산 및 판매가 차질을 빚었으나 원재료 가격 상승으로 인해 판매가격 인상 필요, 주요 수요 산업향의 원가 부담 완화, 수익성 확보를 위한 제품 품질 개선 등이 선행되어야 한다.",전분 기비 재료 판매 산업 러시아 수요 인상 기저 투입 하락 스프레드 악화 철강 사료 필요 전쟁 기상 강세 하방 올해 제품 당초 발생 사고 일부 생산 차질 빚었 판재 형강 축소 국내 자회사 견조 해외 법인 현대차 공장 가동 중단 아시아 미주 철광석 원료 안정 우크라이나 호주 이슈 시점,https://markets.hankyung.com/pdf/2022/03/723870b20a5dfffd27429297b39ae7d4,723870b20a5dfffd27429297b39ae7d4
441,TOMBOY 로 날고 메타버스로 더 높이,큐브엔터,182360,음반 제작,2022-03-28,NR,이상헌,하이투자증권,0,23800,2022-03-25,"지난 2 월 애니모카브랜즈와 동사는 6 대 4 비율로 출자해 합작법인인  뮤직 메타버스 플랫폼을 런칭할 예정이며, 이 과정에서 K-POP 시장을 겨냥한 보이밴드가 데뷔하게 된다.",메타 버스 애니 뮤직 예정 모카 브랜즈 올해 글로벌 플랫폼 아티스트 활동 비롯 협업 성장 큐브 공간 음원 생태계 발행 회사 소속 일본 담당 연예매니지먼트 화장품 유통 하반기 겨냥 보이밴드 데뷔 오프닝 여자 아이 비투비 펜타곤 대폭 기대 가시 비율 출자 합작 법인 큐브엔터테인먼트 설립 런칭할 매개 참여자 경제활동 영위,https://markets.hankyung.com/pdf/2022/03/87ffd4d79e821e3e56f1f5fba6ede464,87ffd4d79e821e3e56f1f5fba6ede464
